product_name,line_name,line_type,unit,unit_cost,quantity,line_cost,source_file,source_sheet,source_row
APPLE CINNAMON PUFF,SUGAR,Ingredient,KG,20.2,1.3,26.26,Handcrafted Costing,SWEET PUFFS,181
APPLE CINNAMON PUFF,BAKING POWDER,Ingredient,KG,47.95,0.015,0.7192500000000001,Handcrafted Costing,SWEET PUFFS,182
APPLE CINNAMON PUFF,EGGS,Ingredient,EACH,2.27,12.0,27.240000000000002,Handcrafted Costing,SWEET PUFFS,183
APPLE CINNAMON PUFF,UNSALTED BUTTER,Ingredient,KG,66.0,0.75,49.5,Handcrafted Costing,SWEET PUFFS,184
APPLE CINNAMON PUFF,CONDIMENT,Ingredient,ASSORTED,1.5,1.0,1.5,Handcrafted Costing,SWEET PUFFS,185
APPLE CINNAMON PUFF,VETKOEK,Ingredient,EACH SLICE,1.97,1.0,1.97,Handcrafted Costing,SWEET PUFFS,199
APPLE CINNAMON PUFF,VANILLA FILLING,Ingredient,KG,25.0,0.2,5.0,Handcrafted Costing,SWEET PUFFS,200
APPLE CINNAMON PUFF,CONDIMENT,Ingredient,ASSORTED,1.0,1.0,1.0,Handcrafted Costing,SWEET PUFFS,201
APPLE CINNAMON PUFF,BATTER,Ingredient,EACH,3.0,1.0,3.0,Handcrafted Costing,SWEET PUFFS,216
APPLE CINNAMON PUFF,CONDIMENT,Ingredient,ASSORTED,1.5,1.0,0.5,Handcrafted Costing,SWEET PUFFS,217
APPLE CINNAMON PUFF,MILK,Ingredient,KG,24.95,0.01,0.2495,Handcrafted Costing,SWEET PUFFS,229
APPLE CINNAMON PUFF,OIL,Ingredient,KG,34.96,0.02,0.6992,Handcrafted Costing,SWEET PUFFS,230
APPLE CINNAMON PUFF,FLOUR,Ingredient,KG,12.98,0.01,0.1298,Handcrafted Costing,SWEET PUFFS,231
APPLE CINNAMON PUFF,SUGAR,Ingredient,KG,20.2,0.005,0.10099999999999999,Handcrafted Costing,SWEET PUFFS,232
APPLE CINNAMON PUFF,BAKING POWDER,Ingredient,KG,47.95,0.005,0.23975000000000002,Handcrafted Costing,SWEET PUFFS,233
APPLE CINNAMON PUFF,EGGS,Ingredient,EACH,2.27,0.2,0.454,Handcrafted Costing,SWEET PUFFS,234
APPLE CINNAMON PUFF,UNSALTED BUTTER,Ingredient,KG,66.0,0.05,3.3000000000000003,Handcrafted Costing,SWEET PUFFS,235
APPLE CINNAMON PUFF,CONDIMENT,Ingredient,ASSORTED,1.5,1.0,1.5,Handcrafted Costing,SWEET PUFFS,236
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TOMATO,Ingredient,KG,25.99,0.02,0.5197999999999999,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,7
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CHEESE,Ingredient,KG,98.95,0.037,3.66115,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,8
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CUCUMBER,Ingredient,EACH,12.99,0.01,0.12990000000000002,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,9
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LETTUCE,Ingredient,EACH,19.99,0.02,0.3998,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,10
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BREAD,Ingredient,EACH,6.16,0.167,1.02872,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,11
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CONDIMENTS,Ingredient,EACH,1.92,1.0,1.92,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,12
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MAYO,Ingredient,KG,0.08,0.026,0.00208,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,13
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,SALT,Ingredient,KG,7.7,0.001,0.0077,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,14
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PEPPER,Ingredient,KG,50.4,0.001,0.0504,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,15
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,STICKER,Ingredient,EACH,0.08,1.0,0.08,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,16
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TOMATO,Ingredient,KG,29.0,0.025,0.7250000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,30
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CHEESE,Ingredient,KG,98.95,0.04,3.958,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,31
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BREAD,Ingredient,EACH,6.16,0.167,1.02872,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,32
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CONDIMENTS,Ingredient,EACH,1.92,1.0,1.92,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,33
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PEPPER,Ingredient,KG,50.4,0.001,0.0504,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,34
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,STICKER,Ingredient,EACH,0.08,1.0,0.08,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,35
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PIE FILLING,Ingredient,KG,25.63,0.08,2.0504,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,50
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,51
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,52
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,53
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,54
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,55
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,56
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,57
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,58
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PIE FILLING,Ingredient,KG,36.54,0.08,2.9232,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,71
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,72
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,73
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,74
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,75
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,76
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,77
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,78
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,79
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MINCE,Ingredient,KG,49.5,0.08,3.96,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,91
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,92
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGG,Ingredient,EACH,3.0,0.05,0.15000000000000002,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,93
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,RELISH,Ingredient,KG,10.0,0.035,0.35000000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,94
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FOLIEEN SHEET,Ingredient,EACH,0.14,0.02,0.0028000000000000004,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,95
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,96
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,97
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,98
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,99
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,100
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PIE FILLING,Ingredient,KG,18.3,0.08,1.4640000000000002,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,111
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,112
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,113
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,114
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,115
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,116
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,117
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,118
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,119
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PIE FILLING,Ingredient,KG,36.54,0.08,2.9232,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,131
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,132
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,133
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,134
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,135
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,136
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,137
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,138
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,139
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FILLING,Ingredient,EACH,9.3,0.08,0.7440000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,152
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,153
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,154
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,155
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,156
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,157
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,158
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,159
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,160
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CHOCOLATE,Ingredient,KG,95.0,0.6,57.0,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,174
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,COCOA,Ingredient,KG,113.9,0.24,27.336000000000002,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,175
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FLOUR,Ingredient,KG,12.5,0.195,2.4375,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,176
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,SUGAR,Ingredient,KG,20.2,1.3,26.26,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,177
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BAKING POWDER,Ingredient,KG,47.95,0.015,0.7192500000000001,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,178
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGGS,Ingredient,EACH,2.27,12.0,27.240000000000002,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,179
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,UNSALTED BUTTER,Ingredient,KG,66.0,0.75,49.5,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,180
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CONDIMENT,Ingredient,ASSORTED,1.5,1.0,1.5,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,181
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,VETKOEK,Ingredient,EACH SLICE,1.97,1.0,1.97,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,195
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,VANILLA FILLING,Ingredient,KG,25.0,0.2,5.0,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,196
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CONDIMENT,Ingredient,ASSORTED,1.0,1.0,1.0,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,197
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BATTER,Ingredient,EACH,3.0,1.0,3.0,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,212
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CONDIMENT,Ingredient,ASSORTED,1.5,1.0,0.5,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,213
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,MILK,Ingredient,KG,24.95,0.01,0.2495,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,225
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,OIL,Ingredient,KG,34.96,0.02,0.6992,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,226
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,FLOUR,Ingredient,KG,12.98,0.01,0.1298,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,227
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,SUGAR,Ingredient,KG,20.2,0.005,0.10099999999999999,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,228
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,BAKING POWDER,Ingredient,KG,47.95,0.005,0.23975000000000002,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,229
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,EGGS,Ingredient,EACH,2.27,0.2,0.454,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,230
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,UNSALTED BUTTER,Ingredient,KG,66.0,0.05,3.3000000000000003,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,231
TOMATO/CHEESE/CUCUMBER/LETTUCE/SANDWICH,CONDIMENT,Ingredient,ASSORTED,1.5,1.0,1.5,Handcrafted Costing,NEW ITEMS FOR TASTI CHEF SHOP,232
BEEF BURGER,PATTIES,Ingredient,KG,59.98,0.1,5.998,Handcrafted Costing,New Meals,7
BEEF BURGER,TOMATO,Ingredient,KG,26.99,0.026,0.7017399999999999,Handcrafted Costing,New Meals,8
BEEF BURGER,BBQ SAUCE,Ingredient,EACH,15.99,0.01,0.15990000000000001,Handcrafted Costing,New Meals,9
BEEF BURGER,LETTUCE,Ingredient,EACH,19.99,0.02,0.3998,Handcrafted Costing,New Meals,10
BEEF BURGER,SOFT ROLL,Ingredient,EACH,0.95,1.0,0.95,Handcrafted Costing,New Meals,11
BEEF BURGER,CONDIMENTS,Ingredient,EACH,1.92,1.0,1.92,Handcrafted Costing,New Meals,12
BEEF BURGER,MAYO,Ingredient,KG,71.43,0.03,2.1429,Handcrafted Costing,New Meals,13
BEEF BURGER,PEPPER,Ingredient,KG,50.4,0.001,0.0504,Handcrafted Costing,New Meals,14
BEEF BURGER,STICKER,Ingredient,EACH,0.08,1.0,0.08,Handcrafted Costing,New Meals,15
BEEF BURGER,CHICKEN LQ,Ingredient,KG,29.0,1.0,29.0,Handcrafted Costing,New Meals,29
BEEF BURGER,POTATO,Ingredient,KG,7.14,0.225,1.6065,Handcrafted Costing,New Meals,30
BEEF BURGER,MAYO,Ingredient,EACH,71.95,0.167,12.01565,Handcrafted Costing,New Meals,31
BEEF BURGER,ONIONS,Ingredient,EACH,16.98,0.025,0.42450000000000004,Handcrafted Costing,New Meals,32
BEEF BURGER,SUGAR,Ingredient,KG,26.95,0.005,0.13475,Handcrafted Costing,New Meals,33
BEEF BURGER,PARSLEY,Ingredient,KG,43.82,0.002,0.08764,Handcrafted Costing,New Meals,34
BEEF BURGER,PIE FILLING,Ingredient,KG,25.63,0.08,2.0504,Handcrafted Costing,New Meals,52
BEEF BURGER,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,New Meals,53
BEEF BURGER,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,New Meals,54
BEEF BURGER,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,New Meals,55
BEEF BURGER,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,New Meals,56
BEEF BURGER,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,New Meals,57
BEEF BURGER,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,New Meals,58
BEEF BURGER,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,New Meals,59
BEEF BURGER,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,New Meals,60
BEEF BURGER,PIE FILLING,Ingredient,KG,36.54,0.08,2.9232,Handcrafted Costing,New Meals,73
BEEF BURGER,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,New Meals,74
BEEF BURGER,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,New Meals,75
BEEF BURGER,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,New Meals,76
BEEF BURGER,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,New Meals,77
BEEF BURGER,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,New Meals,78
BEEF BURGER,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,New Meals,79
BEEF BURGER,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,New Meals,80
BEEF BURGER,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,New Meals,81
BEEF BURGER,MINCE,Ingredient,KG,49.5,0.08,3.96,Handcrafted Costing,New Meals,93
BEEF BURGER,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,New Meals,94
BEEF BURGER,EGG,Ingredient,EACH,3.0,0.05,0.15000000000000002,Handcrafted Costing,New Meals,95
BEEF BURGER,RELISH,Ingredient,KG,10.0,0.035,0.35000000000000003,Handcrafted Costing,New Meals,96
BEEF BURGER,FOLIEEN SHEET,Ingredient,EACH,0.14,0.02,0.0028000000000000004,Handcrafted Costing,New Meals,97
BEEF BURGER,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,New Meals,98
BEEF BURGER,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,New Meals,99
BEEF BURGER,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,New Meals,100
BEEF BURGER,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,New Meals,101
BEEF BURGER,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,New Meals,102
BEEF BURGER,PIE FILLING,Ingredient,KG,18.3,0.08,1.4640000000000002,Handcrafted Costing,New Meals,113
BEEF BURGER,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,New Meals,114
BEEF BURGER,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,New Meals,115
BEEF BURGER,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,New Meals,116
BEEF BURGER,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,New Meals,117
BEEF BURGER,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,New Meals,118
BEEF BURGER,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,New Meals,119
BEEF BURGER,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,New Meals,120
BEEF BURGER,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,New Meals,121
BEEF BURGER,PIE FILLING,Ingredient,KG,36.54,0.08,2.9232,Handcrafted Costing,New Meals,133
BEEF BURGER,PUFF PASTRY,Ingredient,KG,12.73,0.11,1.4003,Handcrafted Costing,New Meals,134
BEEF BURGER,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,New Meals,135
BEEF BURGER,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,New Meals,136
BEEF BURGER,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,New Meals,137
BEEF BURGER,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,New Meals,138
BEEF BURGER,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,New Meals,139
BEEF BURGER,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,New Meals,140
