product_name,line_name,line_type,unit,unit_cost,quantity,line_cost,source_file,source_sheet,source_row
GREEN PEPPERCORN BRISKET 280GR,BRISKET,Ingredient,KG,110.98,10.0,1109.8,Handcrafted Costing,GREEN PEPPERCORN BRISKET,7
GREEN PEPPERCORN BRISKET 280GR,PUFF PASTRY,Ingredient,KG,12.73,1.0,12.73,Handcrafted Costing,GREEN PEPPERCORN BRISKET,8
GREEN PEPPERCORN BRISKET 280GR,BEEF GOULASH,Ingredient,KG,95.98,4.0,383.92,Handcrafted Costing,GREEN PEPPERCORN BRISKET,9
GREEN PEPPERCORN BRISKET 280GR,SALT,Ingredient,KG,7.7,0.02,0.154,Handcrafted Costing,GREEN PEPPERCORN BRISKET,10
GREEN PEPPERCORN BRISKET 280GR,FROZEN MIX PEPPERS,Ingredient,KG,42.98,1.0,42.98,Handcrafted Costing,GREEN PEPPERCORN BRISKET,11
GREEN PEPPERCORN BRISKET 280GR,FROZEN ONIONS,Ingredient,KG,16.98,1.0,16.98,Handcrafted Costing,GREEN PEPPERCORN BRISKET,12
GREEN PEPPERCORN BRISKET 280GR,POTATOES,Ingredient,KG,9.0,10.0,90.0,Handcrafted Costing,GREEN PEPPERCORN BRISKET,13
GREEN PEPPERCORN BRISKET 280GR,PEPPER STEAK SPICE,Ingredient,KG,55.98,0.27,15.1146,Handcrafted Costing,GREEN PEPPERCORN BRISKET,14
GREEN PEPPERCORN BRISKET 280GR,GARLIC,Ingredient,KG,34.95,0.4,13.980000000000002,Handcrafted Costing,GREEN PEPPERCORN BRISKET,15
GREEN PEPPERCORN BRISKET 280GR,BEEF STOCK POWDER,Ingredient,KG,49.95,0.2,9.990000000000002,Handcrafted Costing,GREEN PEPPERCORN BRISKET,16
GREEN PEPPERCORN BRISKET 280GR,MIXED HERBS,Ingredient,KG,47.64,0.005,0.2382,Handcrafted Costing,GREEN PEPPERCORN BRISKET,17
GREEN PEPPERCORN BRISKET 280GR,DRIED THYME,Ingredient,KG,76.98,0.005,0.3849,Handcrafted Costing,GREEN PEPPERCORN BRISKET,18
GREEN PEPPERCORN BRISKET 280GR,DRIED PARSLEY,Ingredient,KG,43.82,0.005,0.21910000000000002,Handcrafted Costing,GREEN PEPPERCORN BRISKET,19
GREEN PEPPERCORN BRISKET 280GR,MODI STARCH,Ingredient,KG,27.95,0.15,4.1925,Handcrafted Costing,GREEN PEPPERCORN BRISKET,20
GREEN PEPPERCORN BRISKET 280GR,FLOUR,Ingredient,KG,12.98,0.05,0.649,Handcrafted Costing,GREEN PEPPERCORN BRISKET,21
GREEN PEPPERCORN BRISKET 280GR,FOLIEEN SHEETS,Ingredient,EACH,0.14,44.0,6.16,Handcrafted Costing,GREEN PEPPERCORN BRISKET,22
GREEN PEPPERCORN BRISKET 280GR,OIL,Ingredient,LT,34.95,0.5,17.475,Handcrafted Costing,GREEN PEPPERCORN BRISKET,23
GREEN PEPPERCORN BRISKET 280GR,BOX,Ingredient,EACH,12.98,24.0,311.52,Handcrafted Costing,GREEN PEPPERCORN BRISKET,24
GREEN PEPPERCORN BRISKET 280GR,EGGS,Ingredient,EACH,2.29,3.0,6.87,Handcrafted Costing,GREEN PEPPERCORN BRISKET,25
GREEN PEPPERCORN BRISKET 280GR,MILK,Ingredient,LT,24.333,2.0,48.666,Handcrafted Costing,GREEN PEPPERCORN BRISKET,26
GREEN PEPPERCORN BRISKET 280GR,FOIL BAKKIE,Ingredient,EACH,0.89,200.0,178.0,Handcrafted Costing,GREEN PEPPERCORN BRISKET,27
GREEN PEPPERCORN BRISKET 280GR,TAPE,Ingredient,EACH,17.5,1.0,17.5,Handcrafted Costing,GREEN PEPPERCORN BRISKET,28
GREEN PEPPERCORN BRISKET 280GR,HALAL STICKER,Ingredient,EACH,0.08,12.0,0.96,Handcrafted Costing,GREEN PEPPERCORN BRISKET,29
GREEN PEPPERCORN BRISKET 280GR,LABEL,Ingredient,EACH,0.32,25.0,8.0,Handcrafted Costing,GREEN PEPPERCORN BRISKET,30
CONFIT CHICKEN AND MUSHROOM 280GR,CHICKEN FILLETS,Ingredient,KG,34.95,14.0,489.30000000000007,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,7
CONFIT CHICKEN AND MUSHROOM 280GR,PUFF PASTRY,Ingredient,KG,12.73,20.15,256.5095,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,8
CONFIT CHICKEN AND MUSHROOM 280GR,FROZEN MUSHROOMS,Ingredient,KG,34.98,5.0,174.89999999999998,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,9
CONFIT CHICKEN AND MUSHROOM 280GR,FROZEN MIX PEPPERS,Ingredient,KG,34.95,5.0,174.75,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,10
CONFIT CHICKEN AND MUSHROOM 280GR,FROZEN ONIONS,Ingredient,KG,21.0,5.0,105.0,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,11
CONFIT CHICKEN AND MUSHROOM 280GR,POTATOES,Ingredient,KG,9.9,8.0,79.2,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,12
CONFIT CHICKEN AND MUSHROOM 280GR,CHICKEN SPICE,Ingredient,KG,61.98,0.3,18.593999999999998,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,13
CONFIT CHICKEN AND MUSHROOM 280GR,GARLIC,Ingredient,KG,34.95,0.4,13.980000000000002,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,14
CONFIT CHICKEN AND MUSHROOM 280GR,ROMI MARG,Ingredient,KG,22.29,5.0,111.44999999999999,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,15
CONFIT CHICKEN AND MUSHROOM 280GR,MIXED HERBS,Ingredient,KG,47.64,0.005,0.2382,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,16
CONFIT CHICKEN AND MUSHROOM 280GR,DRIED THYME,Ingredient,KG,76.98,0.005,0.3849,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,17
CONFIT CHICKEN AND MUSHROOM 280GR,DRIED PARSLEY,Ingredient,KG,43.82,0.005,0.21910000000000002,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,18
CONFIT CHICKEN AND MUSHROOM 280GR,MODI STARCH,Ingredient,KG,27.95,0.15,4.1925,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,19
CONFIT CHICKEN AND MUSHROOM 280GR,FLOUR,Ingredient,KG,12.98,0.05,0.649,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,20
CONFIT CHICKEN AND MUSHROOM 280GR,FOLIEEN SHEETS,Ingredient,EACH,0.14,38.0,5.32,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,21
CONFIT CHICKEN AND MUSHROOM 280GR,OIL,Ingredient,LT,34.95,0.4,13.980000000000002,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,22
CONFIT CHICKEN AND MUSHROOM 280GR,BOX,Ingredient,EACH,12.98,10.0,129.8,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,23
CONFIT CHICKEN AND MUSHROOM 280GR,EGGS,Ingredient,EACH,29.98,2.0,59.96,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,24
CONFIT CHICKEN AND MUSHROOM 280GR,MILK,Ingredient,LT,24.333,0.2,4.8666,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,25
CONFIT CHICKEN AND MUSHROOM 280GR,FOIL BAKKIE,Ingredient,EACH,0.89,156.0,138.84,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,26
CONFIT CHICKEN AND MUSHROOM 280GR,TAPE,Ingredient,EACH,17.5,1.0,17.5,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,27
CONFIT CHICKEN AND MUSHROOM 280GR,HALAL STICKER,Ingredient,EACH,0.08,10.0,0.8,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,28
CONFIT CHICKEN AND MUSHROOM 280GR,LABEL,Ingredient,EACH,0.32,20.0,6.4,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN AND,29
280GR,LEAN MINCE,Ingredient,KG,89.95,10.0,899.5,Handcrafted Costing,BOBOTI,7
280GR,OSTRICH MINCE,Ingredient,KG,59.95,10.0,599.5,Handcrafted Costing,BOBOTI,8
280GR,PUFF PASTRY,Ingredient,KG,12.73,45.0,572.85,Handcrafted Costing,BOBOTI,9
280GR,SALT,Ingredient,KG,7.7,0.04,0.308,Handcrafted Costing,BOBOTI,10
280GR,BAY LEAVES,Ingredient,KG,75.0,0.005,0.375,Handcrafted Costing,BOBOTI,11
280GR,BEEF STOCK,Ingredient,KG,49.95,0.3,14.985,Handcrafted Costing,BOBOTI,12
280GR,FROZEN ONIONS,Ingredient,KG,16.98,5.0,84.9,Handcrafted Costing,BOBOTI,13
280GR,POTATOES,Ingredient,KG,9.0,5.0,45.0,Handcrafted Costing,BOBOTI,14
280GR,WHITE SUGAR,Ingredient,KG,21.27,0.44,9.3588,Handcrafted Costing,BOBOTI,15
280GR,CURRY MILD,Ingredient,KG,49.95,0.1,4.995000000000001,Handcrafted Costing,BOBOTI,16
280GR,GARLIC,Ingredient,KG,34.95,0.2,6.990000000000001,Handcrafted Costing,BOBOTI,17
280GR,RAJAH POWDER,Ingredient,KG,123.0,0.22,27.06,Handcrafted Costing,BOBOTI,18
280GR,MIXED HERBS,Ingredient,KG,47.64,0.005,0.2382,Handcrafted Costing,BOBOTI,19
280GR,DRIED THYME,Ingredient,KG,76.98,0.005,0.3849,Handcrafted Costing,BOBOTI,20
280GR,DRIED PARSLEY,Ingredient,KG,43.82,0.005,0.21910000000000002,Handcrafted Costing,BOBOTI,21
280GR,CHUTNEY,Ingredient,LT,12.53,1.0,12.53,Handcrafted Costing,BOBOTI,22
280GR,BORRIE,Ingredient,KG,43.95,0.25,10.9875,Handcrafted Costing,BOBOTI,23
280GR,CORIANDER SEEDS,Ingredient,KG,42.44,0.03,1.2731999999999999,Handcrafted Costing,BOBOTI,24
280GR,MODI STARCH,Ingredient,KG,27.0,0.1,2.7,Handcrafted Costing,BOBOTI,25
280GR,FLOUR,Ingredient,KG,12.98,0.1,1.298,Handcrafted Costing,BOBOTI,26
280GR,FOLIEEN SHEETS,Ingredient,EACH,0.14,26.0,3.6400000000000006,Handcrafted Costing,BOBOTI,27
280GR,OIL,Ingredient,LT,34.95,0.2,6.990000000000001,Handcrafted Costing,BOBOTI,28
280GR,BOX,Ingredient,EACH,12.98,13.0,168.74,Handcrafted Costing,BOBOTI,29
280GR,EGGS,Ingredient,EACH,2.95,10.0,29.5,Handcrafted Costing,BOBOTI,30
280GR,MILK,Ingredient,LT,24.333,0.5,12.1665,Handcrafted Costing,BOBOTI,31
280GR,FOIL BAKKIE,Ingredient,EACH,0.89,219.0,194.91,Handcrafted Costing,BOBOTI,32
280GR,TAPE,Ingredient,EACH,17.5,1.0,17.5,Handcrafted Costing,BOBOTI,33
280GR,HALAL STICKER,Ingredient,EACH,0.08,13.0,1.04,Handcrafted Costing,BOBOTI,34
280GR,LABEL,Ingredient,EACH,0.32,26.0,8.32,Handcrafted Costing,BOBOTI,35
CONFIT CHICKEN 280GR,CHICKEN FILLETS,Ingredient,KG,37.95,14.0,531.3000000000001,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,7
CONFIT CHICKEN 280GR,PUFF PASTRY,Ingredient,KG,12.73,20.15,256.5095,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,8
CONFIT CHICKEN 280GR,FROZEN MIX PEPPERS,Ingredient,KG,42.98,5.0,214.89999999999998,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,9
CONFIT CHICKEN 280GR,FROZEN ONIONS,Ingredient,KG,16.98,5.0,84.9,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,10
CONFIT CHICKEN 280GR,POTATOES,Ingredient,KG,9.0,8.0,72.0,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,11
CONFIT CHICKEN 280GR,CHICKEN SPICE,Ingredient,KG,61.98,0.3,18.593999999999998,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,12
CONFIT CHICKEN 280GR,GARLIC,Ingredient,KG,34.95,0.4,13.980000000000002,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,13
CONFIT CHICKEN 280GR,MIXED HERBS,Ingredient,KG,47.64,0.005,0.2382,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,14
CONFIT CHICKEN 280GR,DRIED THYME,Ingredient,KG,76.98,0.005,0.3849,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,15
CONFIT CHICKEN 280GR,DRIED PARSLEY,Ingredient,KG,43.82,0.005,0.21910000000000002,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,16
CONFIT CHICKEN 280GR,MODI STARCH,Ingredient,KG,27.95,0.15,4.1925,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,17
CONFIT CHICKEN 280GR,FLOUR,Ingredient,KG,12.98,0.05,0.649,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,18
CONFIT CHICKEN 280GR,FOLIEEN SHEETS,Ingredient,EACH,0.14,32.0,4.48,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,19
CONFIT CHICKEN 280GR,OIL,Ingredient,LT,34.95,0.4,13.980000000000002,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,20
CONFIT CHICKEN 280GR,BOX,Ingredient,EACH,12.98,8.0,103.84,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,21
CONFIT CHICKEN 280GR,EGGS,Ingredient,EACH,29.98,2.0,59.96,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,22
CONFIT CHICKEN 280GR,MILK,Ingredient,LT,24.333,0.2,4.8666,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,23
CONFIT CHICKEN 280GR,FOIL BAKKIE,Ingredient,EACH,0.89,125.0,111.25,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,24
CONFIT CHICKEN 280GR,TAPE,Ingredient,EACH,17.5,1.0,17.5,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,25
CONFIT CHICKEN 280GR,HALAL STICKER,Ingredient,EACH,0.08,8.0,0.64,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,26
CONFIT CHICKEN 280GR,LABEL,Ingredient,EACH,0.32,16.0,5.12,Handcrafted Costing,GOURMET PIES CONFIT CHICKEN,27
KAROO LAMB 280GR,MUTTON,Ingredient,KG,189.98,15.0,2849.7,Handcrafted Costing,KAROO LAMB,7
KAROO LAMB 280GR,SALT,Ingredient,KG,7.7,0.075,0.5775,Handcrafted Costing,KAROO LAMB,8
KAROO LAMB 280GR,WORSC SAUCE,Ingredient,LT,10.95,1.2,13.139999999999999,Handcrafted Costing,KAROO LAMB,9
KAROO LAMB 280GR,BEEF STOCK,Ingredient,KG,49.95,0.2,9.990000000000002,Handcrafted Costing,KAROO LAMB,10
KAROO LAMB 280GR,PUFF,Ingredient,KG,12.73,20.0,254.60000000000002,Handcrafted Costing,KAROO LAMB,11
KAROO LAMB 280GR,FROZEN ONIONS,Ingredient,KG,16.98,2.5,42.45,Handcrafted Costing,KAROO LAMB,12
KAROO LAMB 280GR,POTATOES,Ingredient,KG,9.0,15.0,135.0,Handcrafted Costing,KAROO LAMB,13
KAROO LAMB 280GR,GARLIC,Ingredient,KG,34.95,0.2,6.990000000000001,Handcrafted Costing,KAROO LAMB,14
KAROO LAMB 280GR,MIXED HERBS,Ingredient,KG,47.64,0.005,0.2382,Handcrafted Costing,KAROO LAMB,15
KAROO LAMB 280GR,DRIED THYME,Ingredient,KG,76.98,0.005,0.3849,Handcrafted Costing,KAROO LAMB,16
KAROO LAMB 280GR,DRIED PARSLEY,Ingredient,KG,43.82,0.005,0.21910000000000002,Handcrafted Costing,KAROO LAMB,17
KAROO LAMB 280GR,MODI STARCH,Ingredient,KG,27.95,0.15,4.1925,Handcrafted Costing,KAROO LAMB,18
KAROO LAMB 280GR,FLOUR,Ingredient,KG,12.98,0.05,0.649,Handcrafted Costing,KAROO LAMB,19
KAROO LAMB 280GR,FOLIEEN SHEETS,Ingredient,EACH,0.14,40.0,5.6000000000000005,Handcrafted Costing,KAROO LAMB,20
KAROO LAMB 280GR,OIL,Ingredient,LT,34.95,0.2,6.990000000000001,Handcrafted Costing,KAROO LAMB,21
KAROO LAMB 280GR,BOX,Ingredient,EACH,12.98,13.0,168.74,Handcrafted Costing,KAROO LAMB,22
KAROO LAMB 280GR,EGGS,Ingredient,EACH,2.29,2.0,4.58,Handcrafted Costing,KAROO LAMB,23
KAROO LAMB 280GR,MILK,Ingredient,LT,24.333,0.2,4.8666,Handcrafted Costing,KAROO LAMB,24
KAROO LAMB 280GR,FOIL BAKKIE,Ingredient,EACH,0.89,219.0,194.91,Handcrafted Costing,KAROO LAMB,25
KAROO LAMB 280GR,TAPE,Ingredient,EACH,17.5,1.0,17.5,Handcrafted Costing,KAROO LAMB,26
KAROO LAMB 280GR,HALAL STICKER,Ingredient,EACH,0.08,13.0,1.04,Handcrafted Costing,KAROO LAMB,27
KAROO LAMB 280GR,LABEL,Ingredient,EACH,0.32,27.0,8.64,Handcrafted Costing,KAROO LAMB,28
PEPPERSTEAK FILLING,BEEF GOULASH,Ingredient,KG,85.98,25.5,2192.4900000000002,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,7
PEPPERSTEAK FILLING,SPICE,Ingredient,KG,55.98,4.5,251.91,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,8
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,1.2,15.576,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,9
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,26.0,3.2,83.2,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,10
PEPPERSTEAK FILLING,PER 160GR PIE,Ingredient,2.5688646464646463,0,0,2924.6523999999995,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,13
PEPPERSTEAK FILLING,PER 180GR PIE,Ingredient,3.4274609164420484,0,0,381.47639999999956,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,14
PEPPERSTEAK FILLING,BEEF GOULASH,Ingredient,KG,95.89,25.5,2445.195,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,21
PEPPERSTEAK FILLING,STEAK SPICE,Ingredient,KG,61.98,4.5,278.90999999999997,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,22
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,1.2,15.576,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,23
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,26.0,3.2,83.2,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,24
PEPPERSTEAK FILLING,PER 160GR PIE,Ingredient,2.8228809999999998,0,0,3246.3131499999995,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,27
PEPPERSTEAK FILLING,PER 180GR PIE,Ingredient,3.763841333333333,0,0,423.43214999999964,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,28
PEPPERSTEAK FILLING,BEEF GOULASH,Ingredient,KG,95.89,12.75,1222.5975,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,35
PEPPERSTEAK FILLING,KIDNEY,Ingredient,KG,54.95,12.75,700.6125000000001,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,36
PEPPERSTEAK FILLING,STEAK/KIDNEY SPICE,Ingredient,KG,61.98,4.5,278.90999999999997,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,37
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,1.2,15.576,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,38
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,27.95,3.2,89.44,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,39
PEPPERSTEAK FILLING,BEEF GOULASH,Ingredient,KG,95.89,25.5,2445.195,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,50
PEPPERSTEAK FILLING,SPICE PACK,Ingredient,KG,74.38,4.5,334.71,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,51
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,1.2,15.576,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,52
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,27.95,3.2,89.44,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,53
PEPPERSTEAK FILLING,PER 160GR PIE,Ingredient,3.0690648936170217,0,0,3317.65915,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,56
PEPPERSTEAK FILLING,PER 180GR PIE,Ingredient,4.092086524822696,0,0,432.7381499999997,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,57
PEPPERSTEAK FILLING,CHICKEN,Ingredient,KG,37.95,25.5,967.725,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,64
PEPPERSTEAK FILLING,CHICKEN SPICE,Ingredient,KG,61.98,4.5,278.90999999999997,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,65
PEPPERSTEAK FILLING,FROZEN MUSHROOMS,Ingredient,KG,34.98,7.5,262.34999999999997,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,66
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,1.2,15.576,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,67
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,26.0,3.2,83.2,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,68
PEPPERSTEAK FILLING,PER 160GR PIE,Ingredient,1.607761,0,0,1848.9251499999998,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,71
PEPPERSTEAK FILLING,PER 180GR PIE,Ingredient,2.1436813333333333,0,0,241.16414999999984,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,72
PEPPERSTEAK FILLING,CHICKEN,Ingredient,KG,37.95,25.5,967.725,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,79
PEPPERSTEAK FILLING,PERI PERI SPICE,Ingredient,KG,131.93,2.1,277.05300000000005,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,80
PEPPERSTEAK FILLING,CHICKENSPICE,Ingredient,KG,61.98,2.4,148.75199999999998,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,81
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,1.2,15.576,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,82
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,26.0,3.2,83.2,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,83
PEPPERSTEAK FILLING,PER 160GR PIE,Ingredient,1.741313885647608,0,0,1716.1518999999998,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,86
PEPPERSTEAK FILLING,PER 180GR PIE,Ingredient,2.2373403298350825,0,0,223.8458999999998,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,87
PEPPERSTEAK FILLING,SPINACH,Ingredient,KG,34.98,10.0,349.79999999999995,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,93
PEPPERSTEAK FILLING,FROZEN ONIONS,Ingredient,KG,21.0,2.5,52.5,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,94
PEPPERSTEAK FILLING,VEG SPICE,Ingredient,KG,49.95,0.25,12.4875,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,95
PEPPERSTEAK FILLING,FETA,Ingredient,KG,59.0,1.5,88.5,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,96
PEPPERSTEAK FILLING,CAKE FLOUR,Ingredient,KG,12.98,0.25,3.245,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,97
PEPPERSTEAK FILLING,MILK,Ingredient,LT,27.95,1.0,27.95,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,98
PEPPERSTEAK FILLING,MODI STARCH,Ingredient,KG,26.0,0.75,19.5,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,99
PEPPERSTEAK FILLING,PER 160GR PIE,Ingredient,2.2159299999999997,0,0,637.0798749999999,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,102
PEPPERSTEAK FILLING,PER 180GR PIE,Ingredient,4.014365942028985,0,0,83.09737499999994,Handcrafted Costing,PEPPERSTEAK FILLING OLD BATCH,103
PEPPER STEAK PIE 160G,PIE FILLING,Ingredient,KG,42.5,0.06,2.57,Handcrafted Costing,TASTI CHEF PIES 160GR,7
PEPPER STEAK PIE 160G,PUFF PASTRY,Ingredient,KG,12.73,0.1,1.2730000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,8
PEPPER STEAK PIE 160G,EGG,Ingredient,EACH,3.0,0.05,0.15000000000000002,Handcrafted Costing,TASTI CHEF PIES 160GR,9
PEPPER STEAK PIE 160G,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,10
PEPPER STEAK PIE 160G,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,11
PEPPER STEAK PIE 160G,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,TASTI CHEF PIES 160GR,12
PEPPER STEAK PIE 160G,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,TASTI CHEF PIES 160GR,13
PEPPER STEAK PIE 160G,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,14
PEPPER STEAK PIE 160G,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,TASTI CHEF PIES 160GR,15
PEPPER STEAK PIE 160G,PIE FILLING,Ingredient,KG,36.35,0.06,2.181,Handcrafted Costing,TASTI CHEF PIES 160GR,27
PEPPER STEAK PIE 160G,PUFF PASTRY,Ingredient,KG,12.73,0.1,1.2730000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,28
PEPPER STEAK PIE 160G,EGG,Ingredient,EACH,3.0,0.094,0.28200000000000003,Handcrafted Costing,TASTI CHEF PIES 160GR,29
PEPPER STEAK PIE 160G,FOLIEEN SHEET,Ingredient,EACH,0.14,0.042,0.005880000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,30
PEPPER STEAK PIE 160G,TAPE,Ingredient,EACH,17.5,0.005,0.08750000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,31
PEPPER STEAK PIE 160G,HALAL STICKER,Ingredient,EACH,0.08,0.042,0.00336,Handcrafted Costing,TASTI CHEF PIES 160GR,32
PEPPER STEAK PIE 160G,LABEL,Ingredient,EACH,0.32,0.083,0.02656,Handcrafted Costing,TASTI CHEF PIES 160GR,33
PEPPER STEAK PIE 160G,BOX,Ingredient,EACH,12.98,0.042,0.5451600000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,34
PEPPER STEAK PIE 160G,MILK,Ingredient,LT,24.5,0.005,0.1225,Handcrafted Costing,TASTI CHEF PIES 160GR,35
PEPPER STEAK PIE 160G,PIE FILLING,Ingredient,KG,25.63,0.06,1.5377999999999998,Handcrafted Costing,TASTI CHEF PIES 160GR,51
PEPPER STEAK PIE 160G,PUFF PASTRY,Ingredient,KG,12.73,0.1,1.2730000000000001,Handcrafted Costing,TASTI CHEF PIES 160GR,52
